heldout_site,mapping,missing_indicators,domain,conformal_method,alpha,metric,n_repeats,mean,sd,min,q25,median,q75,max
Cleveland,isotonic,False,ood_test,marginal,0.1,class1_singleton_accuracy,10,0.6379652624382088,0.2467700659946587,0.10256410256410256,0.5291871249318058,0.7127924340467895,0.8197619793297839,0.8625
Cleveland,isotonic,False,ood_test,marginal,0.1,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland,isotonic,False,ood_test,marginal,0.2,coverage,10,0.7537953795379538,0.1431597804538715,0.41254125412541254,0.7475247524752475,0.7937293729372937,0.8275577557755776,0.8910891089108911
Cleveland,isotonic,False,ood_test,marginal,0.2,avg_set_size,10,1.168976897689769,0.12531407170097492,0.9966996699669967,1.0734323432343233,1.1386138613861387,1.2904290429042904,1.33993399339934
Cleveland,isotonic,False,ood_test,marginal,0.2,singleton_rate,10,0.8303630363036303,0.12431924589711496,0.6600660066006601,0.7095709570957096,0.8613861386138615,0.9265676567656765,0.9966996699669967
Cleveland,isotonic,False,ood_test,marginal,0.2,singleton_accuracy,10,0.71167120954862,0.1343216332933548,0.4139072847682119,0.6450222795497186,0.7530307713441857,0.8091128622267412,0.835
Cleveland,isotonic,False,ood_test,marginal,0.2,class0_coverage,10,0.7682926829268293,0.25449557017938057,0.09146341463414634,0.7804878048780488,0.8414634146341463,0.8734756097560976,0.9817073170731707
Cleveland,isotonic,False,ood_test,marginal,0.2,class1_coverage,10,0.7366906474820143,0.15623275744622037,0.4172661870503597,0.6546762589928058,0.7877697841726619,0.8165467625899281,0.9064748201438849
Cleveland,isotonic,False,ood_test,marginal,0.2,class0_avg_set_size,10,1.1664634146341464,0.13393213989813338,1.0,1.0640243902439024,1.1402439024390243,1.288109756097561,1.3658536585365855
Cleveland,isotonic,False,ood_test,marginal,0.2,class1_avg_set_size,10,1.1719424460431653,0.16385935126466636,0.9928057553956835,1.0557553956834531,1.1366906474820144,1.2428057553956835,1.539568345323741
Cleveland,isotonic,False,ood_test,marginal,0.2,class0_singleton_accuracy,10,0.7298321373300779,0.25222701631332306,0.09146341463414634,0.7516447368421053,0.7646625163826999,0.850960683152464,0.9779411764705882
Cleveland,isotonic,False,ood_test,marginal,0.2,class1_singleton_accuracy,10,0.6706652021395291,0.18937227994530442,0.39097744360902253,0.491786858974359,0.7366946778711485,0.8103864734299516,0.8943089430894309
Cleveland,isotonic,False,ood_test,marginal,0.2,empty_rate,10,0.00033003300330033004,0.0010436559934549107,0.0,0.0,0.0,0.0,0.0033003300330033004
Cleveland,isotonic,True,id_test,label_conditional,0.05,coverage,10,0.9838709677419356,0.02043325134586267,0.946236559139785,0.9704301075268817,0.9946236559139785,1.0,1.0
Cleveland,isotonic,True,id_test,label_conditional,0.05,avg_set_size,10,1.758064516129032,0.13725773576248465,1.4946236559139785,1.7231182795698925,1.7903225806451613,1.8494623655913978,1.913978494623656
Cleveland,isotonic,True,id_test,label_conditional,0.05,singleton_rate,10,0.2419354838709677,0.13725773576248465,0.08602150537634409,0.15053763440860216,0.20967741935483872,0.2768817204301075,0.5053763440860215
Cleveland,isotonic,True,id_test,label_conditional,0.05,singleton_accuracy,10,0.9543387741638636,0.05201812054088346,0.8780487804878049,0.9169394435351882,0.9736842105263157,1.0,1.0
Cleveland,isotonic,True,id_test,label_conditional,0.05,class0_coverage,10,0.9972222222222221,0.008784104611578835,0.9722222222222222,1.0,1.0,1.0,1.0
Cleveland,isotonic,True,id_test,label_conditional,0.05,class1_coverage,10,0.9754385964912281,0.030047327669392117,0.9298245614035088,0.9517543859649122,0.9912280701754386,1.0,1.0
Cleveland,isotonic,True,id_test,label_conditional,0.05,class0_avg_set_size,10,1.586111111111111,0.2513509452300477,1.3333333333333333,1.3888888888888888,1.5555555555555556,1.6736111111111112,2.0
Cleveland,isotonic,True,id_test,label_conditional,0.05,class1_avg_set_size,10,1.8666666666666667,0.15804627772265606,1.5964912280701755,1.7412280701754386,1.9385964912280702,1.9956140350877192,2.0
Cleveland,isotonic,True,id_test,label_conditional,0.05,class0_singleton_accuracy,8,0.9947916666666667,0.014731391274719728,0.9583333333333334,1.0,1.0,1.0,1.0
Cleveland,isotonic,True,id_test,label_conditional,0.05,class1_singleton_accuracy,7,0.5843989769820972,0.4333088960077033,0.0,0.25,0.7647058823529411,0.9130434782608696,1.0
Cleveland,isotonic,True,id_test,label_conditional,0.05,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland,isotonic,True,id_test,label_conditional,0.1,coverage,10,0.9591397849462364,0.03074926249394585,0.9032258064516129,0.9381720430107526,0.967741935483871,0.978494623655914,1.0
Cleveland,isotonic,True,id_test,label_conditional,0.1,avg_set_size,10,1.5193548387096771,0.17294046093000504,1.1720430107526882,1.4623655913978495,1.543010752688172,1.60752688172043,1.7419354838709677
Cleveland,isotonic,True,id_test,label_conditional,0.1,singleton_rate,10,0.48064516129032253,0.172940460930005,0.25806451612903225,0.3924731182795699,0.45698924731182794,0.5376344086021505,0.8279569892473119
