heldout_site,mapping,missing_indicators,domain,metric,n_repeats,mean,sd,min,q25,median,q75,max
Cleveland,raw,False,ood_test,calibration_slope,10,0.47465663321721097,0.28408952193563464,0.028953476677802098,0.21849963051458612,0.5736392706877751,0.6671657542749989,0.8344592450472808
Cleveland,raw,False,ood_test,hcep_090,10,0.09603960396039604,0.07248130555802429,0.039603960396039604,0.04702970297029703,0.057755775577557754,0.1254125412541254,0.2607260726072607
Cleveland,raw,False,ood_test,aurc,10,0.23471320636321108,0.14957793169751493,0.09368900498898826,0.11638519529039937,0.16633048423188446,0.3767635667253539,0.47539776585647586
Cleveland,raw,False,ood_test,excess_aurc,10,0.16955479495609196,0.10004942290791854,0.06802748008212683,0.09353016998972817,0.12361454959011767,0.2557338859599475,0.3332073563183735
Cleveland,raw,True,id_test,prevalence,10,0.6129032258064517,1.1702778228589004e-16,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516
Cleveland,raw,True,id_test,auroc,10,0.9034600389863547,0.022348127098134957,0.8737816764132553,0.8901072124756335,0.9030214424951267,0.9137426900584795,0.9488304093567251
Cleveland,raw,True,id_test,average_precision,10,0.9228331551782697,0.029675690001416566,0.8758661421000526,0.9102869363947396,0.9285539152676778,0.9421454344950617,0.96930512956265
Cleveland,raw,True,id_test,pr_skill,10,0.8006523175438633,0.07666219917032611,0.6793208670918026,0.7682412523530772,0.8154309477748344,0.8505423724455761,0.9207049180368458
Cleveland,raw,True,id_test,brier,10,0.11403875455806674,0.00929789843458087,0.094564775604286,0.10961773696082054,0.11558044507626399,0.12081030144095334,0.12667172015516523
Cleveland,raw,True,id_test,log_loss,10,0.37093098306633243,0.03202874536444603,0.31036076402583196,0.34914298483185496,0.3754547284211807,0.394416726832812,0.4090447138947038
Cleveland,raw,True,id_test,ece,10,0.10408935680608986,0.011310382176329679,0.08857655604556953,0.09710989046914112,0.10303271331607601,0.11223969190530074,0.12414819127125867
Cleveland,raw,True,id_test,calibration_intercept,10,0.08817914272765853,0.20609245758385156,-0.28245109392547685,0.003329686015089691,0.03500786798382879,0.24120042424341648,0.3782663947585962
Cleveland,raw,True,id_test,calibration_slope,10,1.0365218882206213,0.14845704849629443,0.8538343977993438,0.954794318698144,0.99209349973772,1.0927790348692321,1.3606957462009999
Cleveland,raw,True,id_test,hcep_090,10,0.024731182795698924,0.01606918406556265,0.0,0.010752688172043012,0.026881720430107527,0.040322580645161296,0.043010752688172046
Cleveland,raw,True,id_test,aurc,10,0.06584494618179758,0.02326570929632952,0.03256328398917623,0.04891676985644161,0.06393601233015322,0.07485624944491807,0.10268467999523477
Cleveland,raw,True,id_test,excess_aurc,10,0.05347540824961422,0.021862534039495264,0.02527733070973888,0.038946517595373396,0.04821003205629131,0.06407728766891682,0.08864783456514469
Cleveland,raw,True,ood_test,prevalence,10,0.45874587458745875,0.0,0.45874587458745875,0.45874587458745875,0.45874587458745875,0.45874587458745875,0.45874587458745875
Cleveland,raw,True,ood_test,auroc,10,0.8040752763642744,0.12531576647585113,0.48131251096683625,0.7715937006492366,0.8556983681347605,0.875164502544306,0.894718371644148
Cleveland,raw,True,ood_test,average_precision,10,0.7868928694359838,0.11111671410775947,0.533247770536845,0.7288148854923501,0.8313575490104168,0.8583894245632827,0.8861250886338534
Cleveland,raw,True,ood_test,pr_skill,10,0.6062715819457506,0.2052949047234824,0.13764679556502465,0.49896896526940293,0.688422788720465,0.7383658270894797,0.7896091576588877
